JD,UT Date,Camera,FWHM,Limit,Mag,Mag Error,flux(mJy),flux_err,Filter
2459078.671,2020-08-17.1723371,bs,1.5,99.99,99.99,99.99,99.99,99.99,g
2459078.673,2020-08-17.1735553,bs,1.47,99.99,99.99,99.99,99.99,99.99,g
2459078.674,2020-08-17.1747657,bs,1.41,99.99,99.99,99.99,99.99,99.99,g
2459078.697,2020-08-17.1984063,bt,1.56,15.69,15.237,0.144,2.918,0.385,g
2459078.699,2020-08-17.1996153,bt,1.51,15.03,>15.030,99.99,1.374,0.707,g
2459078.7,2020-08-17.2008339,bt,1.55,15.092,15.09,0.219,3.341,0.668,g
2459079.663,2020-08-18.1645737,bs,1.57,16.896,15.342,0.052,2.65,0.127,g
2459079.665,2020-08-18.1657861,bs,1.58,99.99,99.99,99.99,99.99,99.99,g
2459079.666,2020-08-18.1670023,bs,1.55,99.99,99.99,99.99,99.99,99.99,g
2459080.756,2020-08-19.2574803,bD,1.54,17.185,15.3,0.038,2.755,0.097,g
2459080.758,2020-08-19.2587219,bD,1.54,17.12,15.286,0.04,2.79,0.103,g
2459080.759,2020-08-19.2599660,bD,1.51,17.175,15.324,0.04,2.694,0.098,g
2459081.67,2020-08-20.1712807,bt,1.47,16.713,15.399,0.065,2.516,0.15,g
2459081.671,2020-08-20.1724920,bt,1.52,99.99,99.99,99.99,99.99,99.99,g
2459081.672,2020-08-20.1737091,bt,1.52,16.744,15.282,0.057,2.8,0.146,g
2459082.658,2020-08-21.1592284,bt,1.46,16.479,15.374,0.079,2.571,0.186,g
2459082.659,2020-08-21.1604487,bt,1.48,16.5,15.416,0.081,2.476,0.183,g
2459082.66,2020-08-21.1616634,bt,1.46,16.52,15.382,0.077,2.555,0.179,g
2459083.735,2020-08-22.2366481,bC,1.6,16.653,15.175,0.056,3.091,0.159,g
2459083.737,2020-08-22.2378898,bC,1.6,16.844,15.327,0.054,2.686,0.133,g
2459083.738,2020-08-22.2391292,bC,1.54,16.935,15.163,0.043,3.125,0.122,g
2459085.734,2020-08-24.2354644,bC,2.04,16.44,15.292,0.076,2.776,0.193,g
2459085.735,2020-08-24.2367200,bC,1.74,16.838,15.356,0.056,2.617,0.134,g
2459085.736,2020-08-24.2379561,bC,1.79,16.778,15.225,0.052,2.949,0.141,g
2459085.753,2020-08-24.2544503,bD,1.6,16.967,15.283,0.046,2.797,0.119,g
2459085.754,2020-08-24.2556982,bD,1.61,16.892,15.152,0.044,3.156,0.127,g
2459085.755,2020-08-24.2569399,bD,1.6,16.94,15.265,0.047,2.844,0.122,g
2459086.669,2020-08-25.1703579,bt,1.48,16.603,15.469,0.077,2.357,0.166,g
2459086.67,2020-08-25.1715880,bt,1.44,16.525,15.384,0.077,2.55,0.179,g
2459086.671,2020-08-25.1728180,bt,1.5,16.527,15.356,0.074,2.614,0.178,g
2459087.635,2020-08-26.1363430,bs,1.46,16.541,15.424,0.078,2.456,0.176,g
2459087.636,2020-08-26.1375603,bs,1.42,16.586,15.326,0.069,2.69,0.169,g
2459087.637,2020-08-26.1387883,bs,1.43,16.474,15.212,0.068,2.987,0.187,g
2459087.657,2020-08-26.1585576,bt,1.49,16.359,15.315,0.084,2.718,0.208,g
2459087.658,2020-08-26.1597934,bt,1.45,16.287,15.24,0.084,2.91,0.222,g
2459087.659,2020-08-26.1610221,bt,1.5,16.355,15.2,0.076,3.021,0.209,g
2459088.637,2020-08-27.1391096,bs,1.4,16.473,15.395,0.081,2.522,0.187,g
2459088.639,2020-08-27.1403289,bs,1.43,16.42,15.25,0.075,2.884,0.196,g
2459088.66,2020-08-27.1615495,bt,1.48,16.29,15.212,0.081,2.988,0.222,g
2459088.661,2020-08-27.1627687,bt,1.46,16.265,15.324,0.092,2.694,0.227,g
2459088.662,2020-08-27.1640248,bt,1.47,16.165,15.264,0.095,2.848,0.249,g
2459088.69,2020-08-27.1918425,bt,1.52,16.022,15.143,0.098,3.182,0.284,g
2459088.691,2020-08-27.1930715,bt,1.45,16.052,15.379,0.118,2.561,0.276,g
2459088.693,2020-08-27.1943140,bt,1.5,16.192,15.225,0.09,2.953,0.243,g
2459090.628,2020-08-29.1297843,bs,1.49,16.266,15.402,0.099,2.509,0.226,g
2459090.629,2020-08-29.1310084,bs,1.49,16.274,15.207,0.082,3,0.225,g
2459090.63,2020-08-29.1322266,bs,1.49,16.13,15.469,0.119,2.357,0.256,g
2459092.729,2020-08-31.2310400,bD,1.79,16.174,15.549,0.123,2.19,0.246,g
2459092.73,2020-08-31.2322810,bD,1.86,16.234,15.225,0.086,2.951,0.233,g
2459092.732,2020-08-31.2335214,bD,1.86,16.392,15.232,0.075,2.934,0.202,g
2459094.622,2020-09-02.1244466,bs,1.5,16.089,15.186,0.095,3.06,0.266,g
2459094.624,2020-09-02.1256699,bs,1.49,16.039,15.544,0.139,2.2,0.279,g
2459094.625,2020-09-02.1268891,bs,1.49,16.039,15.139,0.096,3.195,0.279,g
2459096.615,2020-09-04.1171380,bs,1.5,16.59,15.239,0.063,2.915,0.168,g
2459096.616,2020-09-04.1183528,bs,1.5,16.537,15.2,0.064,3.019,0.177,g
2459096.617,2020-09-04.1195737,bs,1.48,16.465,15.219,0.07,2.966,0.189,g
2459096.73,2020-09-04.2321947,bD,1.95,16.826,15.281,0.053,2.802,0.135,g
2459096.731,2020-09-04.2334344,bD,1.94,16.969,15.298,0.047,2.758,0.119,g
2459096.733,2020-09-04.2346739,bD,1.89,16.982,15.393,0.051,2.527,0.117,g
2459097.633,2020-09-05.1346912,bt,1.5,16.52,15.406,0.078,2.498,0.179,g
2459097.634,2020-09-05.1359118,bt,1.51,16.451,15.264,0.073,2.847,0.191,g
2459097.635,2020-09-05.1371324,bt,1.41,16.543,15.227,0.065,2.946,0.176,g
2459098.609,2020-09-06.1115615,bs,1.53,16.999,15.247,0.044,2.89,0.115,g
2459098.611,2020-09-06.1127762,bs,1.57,17.026,15.383,0.048,2.552,0.113,g
2459098.612,2020-09-06.1140261,bs,1.5,99.99,99.99,99.99,99.99,99.99,g
2459098.632,2020-09-06.1339099,bt,1.5,16.876,15.277,0.05,2.812,0.129,g
2459098.633,2020-09-06.1351363,bt,1.47,16.851,15.303,0.052,2.747,0.132,g
2459098.634,2020-09-06.1363521,bt,1.46,16.866,15.3,0.052,2.756,0.131,g
2459121.565,2020-09-29.0682988,bt,2.12,15.704,15.013,0.116,3.591,0.38,g
2459121.566,2020-09-29.0695263,bt,2.16,15.848,>15.848,99.99,1.353,0.333,g
2459122.564,2020-09-30.0674574,bt,1.55,15.75,15.521,0.178,2.247,0.364,g
2459122.565,2020-09-30.0686800,bt,1.56,15.723,15.26,0.143,2.857,0.373,g
2459122.567,2020-09-30.0699004,bt,1.56,15.814,>15.814,99.99,1.123,0.343,g
2459188.021,2020-12-04.5246193,bs,1.49,15.753,15.372,0.154,2.576,0.363,g
2459188.023,2020-12-04.5258541,bs,1.49,15.759,15.205,0.132,3.007,0.361,g
2459188.024,2020-12-04.5270822,bs,1.54,15.696,15.644,0.209,2.008,0.383,g
2459192.16,2020-12-08.6626547,bC,1.63,15.726,15.317,0.15,2.713,0.373,g
2459192.161,2020-12-08.6639052,bC,1.6,15.84,15.399,0.146,2.513,0.335,g
2459192.162,2020-12-08.6651424,bC,1.47,15.927,15.408,0.136,2.493,0.309,g
2459193.03,2020-12-09.5327888,bt,1.53,15.438,15.093,0.159,3.333,0.485,g
2459193.16,2020-12-09.6629084,bC,1.44,15.99,15.319,0.118,2.706,0.292,g
2459193.161,2020-12-09.6641434,bC,1.39,16.097,15.239,0.099,2.915,0.265,g
2459193.162,2020-12-09.6653850,bC,1.37,15.819,15.062,0.109,3.429,0.342,g
2459194.026,2020-12-10.5290355,bt,1.51,16.012,15.26,0.11,2.859,0.286,g
2459194.027,2020-12-10.5302503,bt,1.52,15.998,15.123,0.098,3.242,0.29,g
2459194.029,2020-12-10.5314745,bt,1.57,15.842,15.121,0.113,3.249,0.335,g
2459195.008,2020-12-11.5106675,bs,1.45,16.882,15.314,0.052,2.72,0.129,g
2459195.009,2020-12-11.5119050,bs,1.48,16.845,15.39,0.057,2.535,0.133,g
2459195.01,2020-12-11.5131364,bs,1.49,16.752,15.294,0.057,2.767,0.145,g
2459195.026,2020-12-11.5292956,bt,1.56,16.057,15.5,0.131,2.291,0.274,g
2459195.028,2020-12-11.5305142,bt,1.51,15.991,15.713,0.17,1.883,0.292,g
2459195.029,2020-12-11.5317370,bt,1.53,15.846,15.434,0.15,2.433,0.333,g
2459196.023,2020-12-12.5259039,bt,1.57,16.147,15.186,0.09,3.061,0.253,g
2459196.024,2020-12-12.5271248,bt,1.57,16.086,15.322,0.108,2.699,0.267,g
2459196.025,2020-12-12.5283383,bt,1.52,16.197,15.281,0.094,2.802,0.242,g
2459197.005,2020-12-13.5074891,bs,1.55,16.861,15.358,0.055,2.611,0.131,g
2459197.006,2020-12-13.5087201,bs,1.52,16.892,15.328,0.052,2.684,0.127,g
2459197.007,2020-12-13.5099459,bs,1.54,16.826,15.314,0.054,2.719,0.135,g
2459197.031,2020-12-13.5338039,bt,1.66,15.558,15.506,0.209,2.279,0.434,g
2459197.032,2020-12-13.5350215,bt,1.63,15.474,15.241,0.177,2.909,0.47,g
2459198.016,2020-12-14.5189782,bs,1.47,16.96,15.291,0.047,2.778,0.12,g
2459198.017,2020-12-14.5202026,bs,1.47,16.871,15.258,0.049,2.865,0.13,g
2459198.019,2020-12-14.5214258,bs,1.47,99.99,99.99,99.99,99.99,99.99,g
2459198.161,2020-12-14.6640533,bD,1.44,16.365,15.3,0.082,2.755,0.207,g
2459198.163,2020-12-14.6652939,bD,1.47,16.274,15.373,0.096,2.575,0.225,g
2459198.164,2020-12-14.6665370,bD,1.54,16.169,15.342,0.102,2.648,0.248,g
2459201.013,2020-12-17.5159454,bt,1.46,16.829,15.35,0.056,2.631,0.135,g
2459201.015,2020-12-17.5171721,bt,1.49,16.757,15.337,0.059,2.663,0.144,g
2459201.016,2020-12-17.5183998,bt,1.47,16.823,15.317,0.055,2.712,0.136,g
2459202.017,2020-12-18.5198998,bt,1.53,16.829,15.355,0.056,2.618,0.135,g
2459202.019,2020-12-18.5211284,bt,1.5,16.752,15.262,0.055,2.853,0.145,g
2459202.02,2020-12-18.5223743,bt,1.56,16.732,15.398,0.064,2.517,0.148,g
2459203.992,2020-12-20.4943649,bs,1.52,16.917,15.278,0.048,2.812,0.124,g
2459203.993,2020-12-20.4955982,bs,1.53,16.971,15.328,0.048,2.685,0.119,g
2459203.994,2020-12-20.4968414,bs,1.5,16.911,15.315,0.05,2.717,0.125,g
2459205.149,2020-12-21.6512206,bC,2.33,17.081,15.406,0.047,2.499,0.107,g
2459205.15,2020-12-21.6524607,bC,2.32,17.029,15.358,0.047,2.612,0.112,g
2459205.151,2020-12-21.6537133,bC,2.3,17.01,15.229,0.042,2.941,0.114,g
2459205.996,2020-12-22.4987185,bt,1.52,16.806,15.345,0.057,2.644,0.138,g
2459205.998,2020-12-22.4999460,bt,1.54,16.734,15.276,0.057,2.817,0.147,g
2459205.999,2020-12-22.5011704,bt,1.49,16.829,15.375,0.057,2.57,0.135,g
2459207.115,2020-12-23.6169598,bC,1.48,17.026,15.274,0.043,2.821,0.113,g
2459207.116,2020-12-23.6182052,bC,1.49,17.056,15.36,0.046,2.607,0.109,g
2459207.117,2020-12-23.6194653,bC,1.49,17.055,15.318,0.044,2.711,0.11,g
2459209.118,2020-12-25.6201969,bC,1.41,17.1,15.258,0.04,2.864,0.105,g
2459209.119,2020-12-25.6214354,bC,1.38,17.067,15.275,0.042,2.819,0.108,g
2459209.12,2020-12-25.6226857,bC,1.42,17.092,15.294,0.042,2.77,0.106,g
2459213.119,2020-12-29.6211583,bD,1.88,15.911,15.339,0.129,2.658,0.314,g
2459213.12,2020-12-29.6224049,bD,1.82,15.845,15.496,0.159,2.301,0.334,g
2459213.122,2020-12-29.6236511,bD,1.86,15.81,15.371,0.146,2.581,0.344,g
2459214.12,2020-12-30.6217131,bD,1.53,15.948,15.166,0.107,3.119,0.303,g
2459214.121,2020-12-30.6229540,bD,1.61,16.021,15.253,0.108,2.877,0.284,g
2459214.122,2020-12-30.6242077,bD,1.62,15.986,15.241,0.11,2.908,0.293,g
2459215.122,2020-12-31.6241431,bC,1.52,16.068,15.439,0.123,2.424,0.272,g
2459215.124,2020-12-31.6254329,bC,1.55,16.104,15.417,0.116,2.472,0.263,g
2459215.125,2020-12-31.6266724,bC,1.53,16.171,15.524,0.121,2.242,0.247,g
2459217.114,2021-01-02.6152268,bD,1.59,16.258,15.373,0.097,2.575,0.228,g
2459217.115,2021-01-02.6164688,bD,1.61,16.29,15.354,0.093,2.619,0.221,g
2459217.116,2021-01-02.6177259,bD,1.6,16.432,15.382,0.083,2.555,0.194,g
2459220.097,2021-01-05.5980980,bC,1.48,16.656,15.307,0.063,2.736,0.158,g
2459220.098,2021-01-05.5993480,bC,1.39,16.666,15.405,0.069,2.501,0.157,g
2459220.099,2021-01-05.6006048,bC,1.43,16.718,15.515,0.072,2.259,0.149,g
2459221.112,2021-01-06.6132343,bD,1.5,16.75,15.313,0.058,2.722,0.145,g
2459221.113,2021-01-06.6144844,bD,1.49,16.867,15.372,0.055,2.578,0.13,g
2459221.114,2021-01-06.6157287,bD,1.52,16.722,15.257,0.057,2.866,0.149,g
2459222.097,2021-01-07.5982836,bC,1.4,16.92,15.316,0.05,2.715,0.124,g
2459222.098,2021-01-07.5995410,bC,1.46,16.858,15.197,0.047,3.028,0.131,g
2459222.099,2021-01-07.6007875,bC,1.47,16.864,15.338,0.054,2.66,0.131,g
2459223.103,2021-01-08.6048368,bD,1.51,16.98,15.339,0.048,2.656,0.117,g
2459223.105,2021-01-08.6060820,bD,1.49,17.019,15.36,0.047,2.605,0.113,g
2459223.106,2021-01-08.6073415,bD,1.49,17.047,15.354,0.046,2.621,0.11,g
2459227.061,2021-01-12.5621104,bC,1.65,16.951,15.218,0.044,2.969,0.121,g
2459227.062,2021-01-12.5633510,bC,1.7,17.093,15.341,0.043,2.653,0.106,g
2459227.064,2021-01-12.5646010,bC,1.68,17.011,15.28,0.044,2.805,0.114,g
2459227.106,2021-01-12.6075804,bD,1.48,99.99,99.99,99.99,99.99,99.99,g
2459227.108,2021-01-12.6088303,bD,1.5,99.99,99.99,99.99,99.99,99.99,g
2459227.109,2021-01-12.6100873,bD,1.49,17.228,15.264,0.036,2.847,0.093,g
2459228.965,2021-01-14.4657319,bt,1.76,16.386,15.169,0.071,3.108,0.203,g
2459228.966,2021-01-14.4669596,bt,1.82,16.638,15.216,0.059,2.976,0.161,g
2459228.967,2021-01-14.4681850,bt,1.83,16.795,15.221,0.051,2.964,0.139,g
2459230.051,2021-01-15.5520297,bC,1.39,17.01,15.267,0.044,2.841,0.114,g
2459230.052,2021-01-15.5532810,bC,1.38,17.139,15.301,0.04,2.751,0.101,g
2459230.054,2021-01-15.5545347,bC,1.42,17.042,15.34,0.046,2.656,0.111,g
2459231.075,2021-01-16.5758688,bD,1.53,17.186,15.352,0.04,2.626,0.097,g
2459231.076,2021-01-16.5771212,bD,1.49,17.086,15.319,0.043,2.708,0.106,g
2459231.078,2021-01-16.5783738,bD,1.51,17.184,15.275,0.038,2.819,0.097,g
2459235.059,2021-01-20.5592517,bC,1.48,14.114,>14.114,99.99,2.168,1.642,g
2459235.06,2021-01-20.5605010,bC,1.41,15.808,15.586,0.18,2.117,0.347,g
2459235.061,2021-01-20.5617424,bC,1.44,16.34,15.099,0.07,3.314,0.212,g
2459236.078,2021-01-21.5789399,bD,1.44,14.692,>14.692,99.99,3.793,0.965,g
2459236.08,2021-01-21.5801980,bD,1.5,14.803,>14.803,99.99,3.638,0.871,g
2459236.081,2021-01-21.5814631,bD,1.46,14.869,>14.869,99.99,2.842,0.819,g
2459237.061,2021-01-22.5615802,bD,1.71,16.653,15.294,0.063,2.769,0.159,g
2459237.062,2021-01-22.5628255,bD,1.81,16.886,15.302,0.051,2.748,0.128,g
2459237.064,2021-01-22.5640787,bD,1.87,16.906,15.281,0.049,2.804,0.126,g
2459238.033,2021-01-23.5333487,bC,1.52,16.639,15.415,0.071,2.476,0.162,g
2459238.034,2021-01-23.5346023,bC,1.5,16.753,15.379,0.063,2.56,0.148,g
2459238.035,2021-01-23.5358547,bC,1.44,16.749,15.291,0.058,2.776,0.148,g
2459240.909,2021-01-26.4092704,bs,1.52,16.187,15.146,0.084,3.174,0.243,g
2459240.91,2021-01-26.4104924,bs,1.5,16.067,15.546,0.136,2.197,0.272,g
2459240.912,2021-01-26.4117203,bs,1.48,16.105,15.276,0.102,2.818,0.263,g
2459243.049,2021-01-28.5491824,bD,1.7,15.996,15.021,0.089,3.561,0.29,g
2459243.05,2021-01-28.5504347,bD,1.69,15.903,15.434,0.142,2.433,0.316,g
2459243.052,2021-01-28.5516870,bD,1.68,16.147,15.677,0.142,1.947,0.253,g
2459243.878,2021-01-29.3781396,bk,1.64,15.128,>15.128,99.99,1.97,0.646,g
2459243.879,2021-01-29.3793789,bk,1.63,15.358,>15.358,99.99,2.124,0.522,g
2459243.881,2021-01-29.3806030,bk,1.66,15.213,>15.213,99.99,1.212,0.597,g
2459245.036,2021-01-30.5354219,bD,1.54,15.944,15.296,0.121,2.766,0.304,g
2459245.037,2021-01-30.5366670,bD,1.55,16.044,15.502,0.133,2.287,0.278,g
2459245.038,2021-01-30.5379184,bD,1.63,16.186,15.321,0.099,2.7,0.244,g
2459246.875,2021-02-01.3750165,bs,1.47,16.032,15.477,0.131,2.34,0.281,g
2459246.876,2021-02-01.3762464,bs,1.47,16.205,15.613,0.127,2.065,0.239,g
2459246.878,2021-02-01.3774952,bs,1.41,16.167,15.418,0.11,2.47,0.248,g
2459247.873,2021-02-02.3722885,bk,1.5,15.67,15.287,0.154,2.787,0.392,g
2459247.874,2021-02-02.3735091,bk,1.53,15.917,15.245,0.118,2.899,0.312,g
2459247.875,2021-02-02.3747378,bk,1.55,15.68,15.544,0.193,2.2,0.388,g
2459249.992,2021-02-04.4916381,bs,1.53,15.146,>15.146,99.99,2.363,0.635,g
2459249.993,2021-02-04.4928751,bs,1.5,14.49,>14.490,99.99,0.09,1.161,g
2459249.995,2021-02-04.4941114,bs,1.62,14.169,>14.169,99.99,2.177,1.562,g
2459250.978,2021-02-05.4777618,bs,1.47,16.921,15.154,0.043,3.151,0.124,g
2459250.98,2021-02-05.4789896,bs,1.53,16.994,15.264,0.044,2.847,0.116,g
2459250.981,2021-02-05.4802188,bs,1.51,16.891,15.253,0.048,2.876,0.127,g
2459251.883,2021-02-06.3826635,bH,1.43,16.096,15.152,0.092,3.157,0.265,g
2459251.885,2021-02-06.3839599,bH,1.41,15.993,15.129,0.099,3.222,0.291,g
2459251.886,2021-02-06.3852722,bH,1.42,15.998,15.379,0.124,2.562,0.29,g
2459252.027,2021-02-06.5267745,bD,1.48,17.134,15.318,0.041,2.711,0.102,g
2459252.029,2021-02-06.5280318,bD,1.46,17.133,15.308,0.041,2.735,0.102,g
2459252.03,2021-02-06.5292758,bD,1.47,17.079,15.21,0.039,2.993,0.107,g
2459252.045,2021-02-06.5448692,bD,1.51,17.051,15.355,0.046,2.618,0.11,g
2459252.047,2021-02-06.5461106,bD,1.46,17.07,15.284,0.042,2.794,0.108,g
2459252.048,2021-02-06.5473627,bD,1.48,17.072,15.283,0.042,2.796,0.108,g
2459253.866,2021-02-08.3648200,bk,1.44,16.597,15.307,0.067,2.735,0.167,g
2459253.867,2021-02-08.3660445,bk,1.44,16.563,15.276,0.067,2.816,0.172,g
2459253.868,2021-02-08.3672731,bk,1.5,16.66,15.283,0.062,2.796,0.158,g
2459254.866,2021-02-09.3650101,bG,1.4,16.549,15.554,0.088,2.18,0.175,g
2459254.867,2021-02-09.3662982,bG,1.43,16.475,15.206,0.068,3.003,0.187,g
2459254.868,2021-02-09.3675840,bG,1.48,16.48,15.377,0.079,2.567,0.186,g
2459255.618,2021-02-10.1171570,bp,1.54,16.719,15.424,0.066,2.456,0.149,g
2459255.619,2021-02-10.1184010,bp,1.6,16.677,15.291,0.061,2.777,0.155,g
2459255.62,2021-02-10.1196239,bp,1.55,16.591,15.264,0.064,2.848,0.168,g
2459255.861,2021-02-10.3599850,bk,1.55,16.618,15.457,0.075,2.383,0.164,g
2459255.862,2021-02-10.3612181,bk,1.58,16.599,15.258,0.064,2.864,0.167,g
2459255.863,2021-02-10.3624425,bk,1.58,16.58,15.252,0.064,2.881,0.17,g
2459256.88,2021-02-11.3795287,bH,1.43,16.593,15.291,0.066,2.777,0.168,g
2459256.882,2021-02-11.3808131,bH,1.46,16.527,15.383,0.076,2.55,0.178,g
2459256.883,2021-02-11.3821027,bH,1.43,16.531,15.28,0.069,2.805,0.178,g
2459256.935,2021-02-11.4335976,bt,1.71,16.939,15.3,0.048,2.753,0.122,g
2459256.936,2021-02-11.4348275,bt,1.67,16.441,15.263,0.074,2.849,0.193,g
2459256.937,2021-02-11.4360540,bt,1.69,16.497,15.306,0.073,2.74,0.183,g
2459258.001,2021-02-12.5004179,bC,1.51,17.207,15.268,0.037,2.836,0.095,g
2459258.003,2021-02-12.5016598,bC,1.5,17.124,15.225,0.038,2.951,0.103,g
2459258.004,2021-02-12.5029144,bC,1.45,17.129,15.268,0.039,2.835,0.102,g
2459259,2021-02-13.4992364,bD,1.66,17.057,15.241,0.041,2.908,0.109,g
2459259.002,2021-02-13.5004888,bD,1.68,17.062,15.296,0.043,2.764,0.109,g
2459259.003,2021-02-13.5017320,bD,1.73,17.065,15.233,0.04,2.929,0.109,g
2459262.006,2021-02-16.5048421,bC,1.37,17.154,15.263,0.038,2.849,0.1,g
2459262.007,2021-02-16.5061018,bC,1.37,17.216,15.267,0.036,2.839,0.094,g
2459262.009,2021-02-16.5073554,bC,1.4,17.1,15.267,0.04,2.839,0.105,g
2459263.006,2021-02-17.5049447,bD,1.49,17.111,15.263,0.04,2.85,0.104,g
2459263.007,2021-02-17.5061739,bD,1.5,17.11,15.237,0.039,2.92,0.104,g
2459263.009,2021-02-17.5074229,bD,1.49,17.102,15.243,0.039,2.905,0.105,g
2459263.842,2021-02-18.3405707,bG,1.47,16.374,15.395,0.089,2.524,0.205,g
2459263.843,2021-02-18.3418584,bG,1.5,16.29,15.499,0.106,2.293,0.222,g
2459263.845,2021-02-18.3431395,bG,1.51,16.231,15.37,0.099,2.582,0.234,g
2459264.851,2021-02-19.3493121,bG,1.47,16.415,15.273,0.076,2.823,0.197,g
2459264.852,2021-02-19.3506008,bG,1.47,16.454,15.556,0.096,2.176,0.19,g
2459264.853,2021-02-19.3518880,bG,1.51,16.362,15.359,0.087,2.61,0.207,g
2459264.864,2021-02-19.3625885,bl,1.48,16.504,15.231,0.068,2.936,0.182,g
2459264.865,2021-02-19.3638148,bl,1.48,16.558,15.386,0.074,2.544,0.173,g
2459264.866,2021-02-19.3650436,bl,1.47,16.49,15.289,0.072,2.783,0.184,g
2459268.583,2021-02-23.0813609,bo,1.45,99.99,99.99,99.99,99.99,99.99,g
2459268.584,2021-02-23.0825922,bo,1.45,16.608,15.496,0.079,2.299,0.165,g
2459268.585,2021-02-23.0838188,bo,1.45,99.99,99.99,99.99,99.99,99.99,g
